text,Trump,Biden,West,HOF
HOLY SHIZNITS - Even the Yoders are on board! #2020Vision #TrumpLandslide2020 https://t.co/EtCesE8nqw,4.0,0.0,0.0,Non-Hateful
Mine should be arriving any day now. #BidenHarris2020 https://t.co/iLfKzxookp,0.0,4.0,0.0,Non-Hateful
"@PaulBegala I live right next to where they are voting, so excited to see the huge turnout! #BidenHarris2020",0.0,4.0,0.0,Non-Hateful
"@NBCNightlyNews so your guest likes the ""results"" tramp gets. Which results would those be, toots? Its racism? Its misogyny? Its bigotry? Its destroying the economy? Its welfare to the wealthy? Its 209,000 Americans dead from its pandemic incompetence? #Debates2020 [NEWLINE]#VoteBlue2020",1.0,4.0,0.0,Non-Hateful
"Do you suffer from Trump fatigue? Joe Biden and Kamala Harris can cure that fast, no more frustration from all the lies, no more Trump.[NEWLINE]Now that's a cure America can live and thrive with[NEWLINE]#BidenHarris",1.0,4.0,0.0,Non-Hateful
"Way to go @MikeBloomberg, my family in NYC already loved you for the millions of dollars you gave for #COVID19 relief, now part of my FL family will be thrilled. [NEWLINE]~Thank you 🤗[NEWLINE][NEWLINE]#BidenHarris #BidenHarris2020 [NEWLINE]#Vote #FloridaForBiden[NEWLINE]#TrumpCoupPlot #VoteTrumpOut [NEWLINE]@JoeBiden https://t.co/Eqr2rO0cIV",1.0,4.0,0.0,Non-Hateful
#VoteRepublican #Trump2020 #FillTheSeat HUGE! New Data Shows States with Unemployment Over 10% Are ALL RUN BY DEMOCRATS Except One https://t.co/0kmIXsWiEH,4.0,0.0,0.0,Non-Hateful
I thought I’d like to pass along this is my first presidential election that I am voting in. I am more pumped now than I have ever been and I will no doubt remember the first presidential election is this one. Vote out the #BrokeAssPresident and bring in #BidenHarris2020,1.0,4.0,0.0,Hateful
It will.[NEWLINE]Americans are fed up &amp; horrified as they see #Democrat controlled cities burn.[NEWLINE]#Trump2020 https://t.co/J7BOwxclzq,4.0,0.0,0.0,Non-Hateful
Trump &amp; his obedient Republicans. What’s their closing argument to the American people?[NEWLINE][NEWLINE]“HUNTER BIDEN’S HARD DRIVE!”[NEWLINE][NEWLINE]Pretty fucking pathetic.,1.0,0.0,0.0,Hateful
@hersheyymae Um.. yea lol[NEWLINE]-Invested 10 billion in exclusively black communities.[NEWLINE]-Secured funding for HBCU’s[NEWLINE]-Spearheaded prison reform targeting minorities[NEWLINE]-Gave federal funds to southern black baptist churches facing a flurry of racial attacks &amp; graffiti. [NEWLINE]Just to name a few.. #Trump2020,4.0,0.0,0.0,Non-Hateful
@Jillbiden46 @bryan_odonald Exactly we need to get out the vote. This is not the time to be complicit #BidenHarris2020 #BlueWave2020,0.0,4.0,0.0,Non-Hateful
"I’m kinda disappointed in this election cycle.[NEWLINE]Race is the only 4 year hype issue the Demonrats are pushing. Where’s the gun control, abortion and immigration?[NEWLINE]So lame.[NEWLINE]#TrumpPence2020",4.0,0.0,0.0,Non-Hateful
@realDonaldTrump You are DELUSIONAL! Seek help! #Resign #AmericaOrTrump #BidenHarris2020,1.0,4.0,0.0,Non-Hateful
"George Soros is an atheist. Talking about his hatred of America and his campaign to destroy our country is not ""anti-semitic. It's a fact. #SorosOwnsFox  #SorosFundedRiots #SorosPlan #BLMIsATerroristOrganization #AntifaTerrorists #VoteTrumpNowMoreThenEver #TrumpPence2020 🇺🇸 https://t.co/NEmlMUqls6",4.0,0.0,0.0,Non-Hateful
@Breaking911 This is outrageous when are we gonna stop Biden from cheating. He might be the most suspicious person on the face of the earth! #MAGA #Trump2020,4.0,1.0,0.0,Non-Hateful
Isn't it ironic? The GOP likes…[NEWLINE]➡️Small federal gov't but wants to tell states how to run elections &amp; manage the pandemic[NEWLINE]➡️Fiscal responsibility but runs up the deficit w/tax cuts for corps &amp; the 1%[NEWLINE]It's 💯 hypocrisy. [NEWLINE]#46ReasonsWhy I'm w/ Joe![NEWLINE]#DemCastMI #DemCast[NEWLINE]#Biden2020 https://t.co/gN7ujYxvEA,1.0,4.0,0.0,Non-Hateful
"The #DemocraticParty has no merit to say it’s hypocritical for @realDonaldTrump to want to nominate a #SCOTUS before the election considering their entire party is hypocrisy, @SpeakerPelosi being the most hypocritical one of all #WakeUpAmerica #Trump2020",4.0,0.0,0.0,Non-Hateful
@ProjectLincoln Donald Trump deserves the biggest loss in History!,1.0,0.0,0.0,Non-Hateful
@RudyGiuliani WE NEED YOU TO TAKE BACK NEW YORK CITY!!! Only you CAN DO IT!!! #MAGA2020,4.0,0.0,0.0,Non-Hateful
Can I please get some Patriots followers? Even locked out of my last 2 accounts for defending other Patriots.#MAGA #KAG2020 #Trump2020 #FlipTheHouse,4.0,0.0,0.0,Non-Hateful
@americnharlygrl @slewfan @MaryWarrick18 @midnight1618 @kimKBaltimore A picture is worth a thousand words. I see mutual respect here.  Great photo! #Trump2020 🇺🇸,4.0,0.0,0.0,Non-Hateful
"So biden will have scripted answers, will be drugged up, and will have an earpiece giving him notes. [NEWLINE][NEWLINE]#LowEnergyJoe #DebateTuesday #debate #Trump2020 https://t.co/nBEy53ymuT",4.0,1.0,0.0,Non-Hateful
@GeoffRBennett Democrats don't want to make the country better they just want to tear down President Trump #Trump2020,4.0,1.0,0.0,Non-Hateful
Someone explain to me why Presidents aren't required to have a security clearance and vetted before entering WH? We could have been spared 4 years of having a conman for a president!!!  #TrumpTaxReturns #TrumpIsBroke #SecurityClearance #BidenHarris2020 #BidenHarrisLandslide2020,1.0,4.0,0.0,Non-Hateful
"@patinsideout @KING5Seattle Nobody wants the Democrats in charge, they're lunatics. Anyway, #MAGA2020",4.0,1.0,0.0,Hateful
"Welcome home Mr. President! 🇺🇸[NEWLINE][NEWLINE]You are loved... by MILLIONS[NEWLINE][NEWLINE]and they're ready to save the nation with you...[NEWLINE][NEWLINE]November 3, 2020 🇺🇸[NEWLINE][NEWLINE]#Trump2020NowMoreThanEver #Trump2020",4.0,0.0,0.0,Non-Hateful
"@charliekirk11 @CNN Sure they care, just like Nancy &amp; her minions. You need to understand that they use selective concern regarding Russia. The issue needs to fit in w/their narrative to be important. @realDonaldTrump @GOP #VoteRed2020 #Veterans #ProudAmerican",4.0,0.0,0.0,Non-Hateful
"@TheRock @JoeBiden @KamalaHarris Your opinion &amp; vote is not relevant. Nobody cares who your vote is going to be because you live in a different reality than typical hard working Americans. We support a strong economy, secure border, law &amp; order, &amp; American jobs in the USA not China. #MAGA2020 #Trump2020",4.0,2.0,0.0,Non-Hateful
@kenolin1 @MichelleObama Hollywood has just created another major Oscar’s nominee. At least she now can proudly claim she’s moved into a fruitful career. #MAGA2020LandslideVictory #Trump2020,4.0,0.0,0.0,Non-Hateful
@jmartNYT @carlquintanilla @JoeBiden Let’s be clear. Biden would NOT have received the same treatment. Trump would have mocked him relentlessly. Biden is by far the better man. #Biden2020,1.0,4.0,0.0,Non-Hateful
"@realDonaldTrump Hey, Covid-19 boy...glad to hear that you shot your election hopes in the foot by calling off Stimulus talks...I'm guessing you just lost a few million votes or so? +++[NEWLINE]#BidenHarris2020 [NEWLINE]#BidenHarrisLandslide2020",1.0,4.0,0.0,Non-Hateful
"@DemocracyInn @heyy_lippy We must rally behind Ossoff and Warnock in these run-off elections! Joe Biden and Kamala Harris, and everyone in their coalition, need to get their butts to Georgia to help these efforts!",0.0,4.0,0.0,Non-Hateful
"Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris.[NEWLINE][NEWLINE]""If you are planning to cast a symbolic vote or abstain from voting altogether, please reconsider. It is more important than ever to avoid complacency.""[NEWLINE]https://t.co/W5FL0bOreS #BidenHarris2020",0.0,4.0,0.0,Non-Hateful
@RealCandaceO Agree! Love you Candace! #LoveMyPresident #Trump2020,4.0,0.0,0.0,Non-Hateful
"#VoteBlue2020 #VoteBlueDownBallot Follow, support, donate to @harrisonjaime to #FlipTheSenateBlue and elect a man of his word who will restore decency &amp; honor to the US Senate. https://t.co/5yPgzq6vrh https://t.co/BCpY5aflE7",0.0,4.0,0.0,Non-Hateful
Trump made another big gaffe at his rally today https://t.co/dTRTjpMaO2,1.0,0.0,0.0,Non-Hateful
@SGUSA4 @CathyCongress @jaimelynn5116 @slavewar @Scorpio4Trump2 @nascarred14 @DShairs2 @lucky_pennye @Ytweek1 @H1Tch7 @daverich503 @N_Testie @4_DJT @2ndmouseUSA @TX4dt @Derameth @TSH2_ @wilder_tx @jLo4USA @floweredog @gonepecan11 @Dv81Grey Turned down the nearly 1/2 million/year salary; only 2nd president in history to do so.  Rest are broke or struggling &amp; they enter Congress &amp; stay forever &amp; come out super rich.[NEWLINE]Thank you for this great train!   Great Patriots on here.  Please RT/FB our conductor @SGUSA4 https://t.co/7O6SI83DOH,4.0,0.0,0.0,Non-Hateful
Please listen to the audio....Mind Blowing! #Walkaway #TRUMP2020 #MAGA #kag https://t.co/KzTUvjk6sM,4.0,0.0,0.0,Non-Hateful
"@Eleven_Films @ReallyAmerican1 We need your Voice![NEWLINE]Vote Blue this one time![NEWLINE]#BidenHarris2020 [NEWLINE]Democracy over Tyranny[NEWLINE]Science over Covid[NEWLINE]Justice over Racism[NEWLINE]Decency over Brutality[NEWLINE]Unity over Division[NEWLINE]USA over Russia[NEWLINE]#EnoughIsEnough #ArrestTrumpNow[NEWLINE]#AbuseOfPower[NEWLINE]#Treason[NEWLINE]#COVID[NEWLINE]S.O.S, https://t.co/3neIWvggyu",1.0,4.0,0.0,Non-Hateful
"@Hoosiers1986 The media, which includes Hollywood, is the wind in the Dems’ sails, and they’re all headed over Niagara Falls any day now. #2020Vision #Trump2020",4.0,0.0,3.0,Non-Hateful
How far do tyrants push you? As far as you let them. The mask doesn’t come off till you refuse to wear it @realDonaldTrump #MAGA #MAGA2020 #KAG #KAG2020 #COVID19 #COVID1984 🇺🇸🇺🇸🇺🇸 https://t.co/LYjnaK4XsE,4.0,0.0,0.0,Non-Hateful
@KamalaHarris Proud to hang this banner today! [NEWLINE]#BidenHarris2020 https://t.co/ONOXFotGsJ,0.0,4.0,0.0,Non-Hateful
@60Minutes We all MUST vote for Joe Biden and Kamala Harris in November unless we want to see how terrible Donald Trump will be as president for 4 more years.,1.0,4.0,0.0,Non-Hateful
@ResisterSis20 I am a #CA voter and I am casting my ballot #BidenHarris2020.[NEWLINE][NEWLINE]I am #TheResistance. [NEWLINE][NEWLINE]We must stop #CrimesAgainstHumanity because #NeverAgainIsNow[NEWLINE][NEWLINE]Pass it on.,0.0,4.0,0.0,Non-Hateful
"For all these Twitter people saying let the people choose the Supreme Court Justice by way of the election, You know that’s not how it works, please look at history.  POTUS Nominates, Senate considers #Trump2020",4.0,0.0,0.0,Non-Hateful
Here's the biggest news you missed this weekend https://t.co/XhBGjmulFG via @USATODAY,0.0,0.0,0.0,Non-Hateful
Here is your #GOP #GOPcowards #realDonaldTrump #SenateGOP #SenateMajLdr #healthcare PLAN[NEWLINE]-- Eliminate #preexistingconditions coverage [NEWLINE]Stay healthy #deplorabes !!![NEWLINE][NEWLINE]#Election2020 #BidenHarris2020 #RepublicansForBiden [NEWLINE] #ObamaCare https://t.co/0fFajVdyoj,1.0,4.0,0.0,Non-Hateful
@caden_schaeffer caden ily. #educatedboy #BidenHarris2020,0.0,4.0,0.0,Non-Hateful
FOLLOW THE MONEY[NEWLINE][NEWLINE]#TrumpTaxes #Fraud #Blackmail #NationalSecurity #IRS #FBI #trump2020,4.0,0.0,0.0,Non-Hateful
@JamesrossrJames Bill Barr isn’t aware of anything except Trump’s ass because his nose is so far up it,1.0,0.0,0.0,Hateful
@LannyDavis Good. And 2? Do you have Biden dementia? 😂[NEWLINE][NEWLINE]#MAGA2020,4.0,1.0,0.0,Hateful
"@TheDemCoalition I will VOTE for a Huge Blue Wave. I love Joe Biden, I believe his experience, paired with Kamala Harris' will be a Duo working for us ""regular"" people. Our Country will most definitely be in better hands going forward! ☮️",0.0,4.0,0.0,Non-Hateful
Has ISIS endorsed Trump yet?,1.0,0.0,0.0,Non-Hateful
@JHoganGidley great segment on Fox today.... “keys to a Buick” 😂really how they think he got there? 🙄 #TrumpPence2020,4.0,0.0,0.0,Non-Hateful
@FoxNewsSunday well look at this little gem. Interesting.[NEWLINE][NEWLINE]#MAGA2020 https://t.co/6gTyVsprRH,4.0,0.0,0.0,Non-Hateful
Mike pence look like an adventure time character.,2.0,0.0,0.0,Non-Hateful
@KamalaHarris my family voted today in honor of your birthday. That's three more votes for Joe and Kamala as the next President and Vice President of the United States of America. THANK YOU!!!!,0.0,4.0,0.0,Non-Hateful
@RevJJackson @RPCoalition Former President George W.Bush give congratulations to President Elect Joe Biden and Kamala Harris First African American Lady Vice President! https://t.co/WmlqRsKfzG,0.0,2.0,0.0,Non-Hateful
"@thehill Is Mitch going into standup the moment he is forced into retirement in the Senate? If so, he needs to work on his schtick, it is not original and frankly, it sucks. s/ #Resist #Biden2020",0.0,4.0,0.0,Non-Hateful
Only 5 away from 200 followers! Let's go Patriots! @Truthwillwin007 @QAnon_Report @RealJamesWoods @MajorP8riot @JackPosobiec please help and retweet! Is little guys are in the fight too! #MAGA2020 #WWG1WWGA,4.0,0.0,0.0,Non-Hateful
@BarackObama I miss you good sir🖤🇺🇸 And I’m voting #BidenHarris2020 💙🕊,0.0,4.0,0.0,Non-Hateful
@janefourmillion @Crocker_Actual Conceptually your idea of the party switch is BS and wrong.  It is the way that the rasicst southern democrats tried to pawn off responsibility... Read history Byrd and Biden two of a kind.,0.0,1.0,0.0,Hateful
@QuietVenture @GBloodyWilliams @KamalaHarris Not all Americans are brainwashed &amp; uninformed!  #TrumpPence2020 #AmericaFirst #KeepUSASAFE #LawAndOrder ⚖️🇺🇸🏛❗️,4.0,2.0,0.0,Non-Hateful
@DrBiden Can’t wait. Looking forward to vote #BidenHarris2020 !!!,0.0,4.0,0.0,Non-Hateful
@Ralph_Bot @PunkXBL @Breaking911 Kamala Harris won't answer this question either. [NEWLINE]Her debate performance was pathetic.,0.0,1.0,0.0,Non-Hateful
@marcushjohnson I'm voting early in Texas next week too.[NEWLINE][NEWLINE]#BidenHarris2020,0.0,4.0,0.0,Non-Hateful
@realDonaldTrump When Americans vote u out[NEWLINE]The next joe Biden and Kamala Harris will deliver the dreams of Americans [NEWLINE][NEWLINE]     America is a circular state,1.0,4.0,0.0,Non-Hateful
"So, my friend’s dad died of COVID. My great aunt died of COVID. And this buffoon is exposing his secret service agents to the virus by driving around Walter Reed. I’m enraged, sad, and confused. #firethefool #BidenHarris2020 #EndTheNightmare",1.0,4.0,0.0,Non-Hateful
"@LisaMarieBoothe You need to get the wax out of your ears and listen to Joe Biden. Also, did you catch George's review of Kamala Harris's debate? He's objective! #JoeBidenTownHall",0.0,4.0,0.0,Non-Hateful
"@TomiLahren If I were Joe Biden I’d watch my back!  My guess is if he succeeds in taking this election, his own party is going to take him out.  He is now too conservative for the Democratic Party and my guess is they want Kamala in power.   He’s a marked man.",0.0,2.0,0.0,Non-Hateful
"@NaomiBiden I am glad your dad is happy and sober, the 2 don't often go together.  He sounds like a great dad and brother.  I am sorry that he is being scrutinized so harshly by a bigoted moron.  Bless you all!!  Your pop has my vote.  #BidenHarris2020",0.0,4.0,0.0,Non-Hateful
@CharleneforAZ @JoeBiden @KamalaHarris What supporters? Trump 2020,4.0,2.0,0.0,Non-Hateful
@GovSisolak Now time for another conservative on the bench #Trump2020 #Trump2020NowMoreThanEver,4.0,0.0,0.0,Non-Hateful
Excited to receive this emIl today![NEWLINE]#Biden2020 #BidenHarrisLandslide2020 https://t.co/2kiGvcwcVh,0.0,4.0,0.0,Non-Hateful
"@TimBilbro @el_dog_13 @ScottAdamsSays nah, biden's campaign is the joke with a cherry on top.  no squandering chances here just tactical moves",0.0,1.0,0.0,Non-Hateful
@realDonaldTrump That's because we dont have early voting here! Wait until November 3 you POS! #VoteHimOut2020 #Biden2020 #WeWillVote #WeWillPrevail #NovemberIsComing,1.0,4.0,0.0,Hateful
@JenniferJJacobs @ErinMPerrine Totally irresponsible. It is now Americans or Trump,1.0,0.0,0.0,Non-Hateful
Can you please go back to hospital @realDonaldTrump! [NEWLINE][NEWLINE]You are the most irresponsible negligent idiot who still doesn’t care that people are dying and you are the super spreader. [NEWLINE][NEWLINE]Everyone needs to #VoteHimOut! [NEWLINE][NEWLINE]#MasksOnGlovesOff #VoteBlue2020 https://t.co/1HEhvfyKGl,1.0,4.0,0.0,Hateful
"@tedcruz Republican / teabagger trigger words:  “sleazy,”  “double-dealing,”  “corrupt,” “hypocrisy,” “undemocratic,” “desperately,”  &amp; “extremist.” #VoteBlue2020 #BidenHarrisLandslide2020",0.0,4.0,0.0,Non-Hateful
"#MAGA2020 [NEWLINE]Stop enabling this cheating con-man.  You are paying for his butler, his helicopter, his airplane, his physician, his limo while he lives rent free &amp; laughs all the way to the bank.[NEWLINE][NEWLINE]You’re nothing but a bunch of suckers &amp; losers to him.  You’ve been conned. Wake up. https://t.co/fgQ1NOgJEO",1.0,0.0,0.0,Non-Hateful
@Jim_Jordan Give it up Gym. Even the best wrestlers know when to throw in the towel. #VoteBlue2020,0.0,4.0,0.0,Non-Hateful
The Republicans have chosen bold face liers as their representatives..[NEWLINE][NEWLINE]..we should as well.[NEWLINE][NEWLINE]Vote 4 Biden. #Biden2020 - He lies better then a Republican - https://t.co/ZJuinLJuyE,1.0,3.0,0.0,Non-Hateful
US election roundup: Trump claims he ‘ended’ the pandemic as cases surge https://t.co/JJy00dL1H5,2.0,0.0,0.0,Non-Hateful
If joe wins Kamala will be president in 6 months!! Don’t forget that! https://t.co/ET2R48FOe1,0.0,1.0,0.0,Non-Hateful
Placing this here to refer back on.. If Joe Biden wins mark my word the Hunter laptop etc will be picked up by MSM shortly afterwards.  Because....well because...Kamala. [NEWLINE]#JoeBiden #BidenCrimeFamiily [NEWLINE]#KamalaHarris #MSM #SetUp,0.0,1.0,0.0,Hateful
"Vote November 3.💥 Tell 5 friends. Register. Vote. 🇺🇸#VoteBlue2020. Plus @CoryBooker is looking for volunteers right now. Ongoing. All of us help a Blue Rep, help our Dem Reps. [NEWLINE][NEWLINE]Help Flip the Senate. Help from home, check it out: https://t.co/BTtph89H1u https://t.co/rT5Bl2C621 https://t.co/1u8Cmx1xhf",0.0,4.0,0.0,Non-Hateful
"@ProjectLincoln Trump makes illegal violent threats that should be investigated.  He and his supporters say he is kidding.  He is calling his followers into action, but claims he is kidding.  Look at what happened in Michigan to the governor.  Secret Service and FBI needs to be on higher alert.",1.0,0.0,0.0,Non-Hateful
@marcorubio Putin is directing election interference right now WITH @realDonaldTrump @GOP’s help. #TreasonousTraitorTrump #VoteBlue #BidenHarris2020 #TrumpIsARussianAgent #PutinsGOP #PutinOwnsTrump #VoteOutCorruptGOP,1.0,4.0,0.0,Hateful
"Ladies and gentlemen, I bring to you the very first Trump/Biden debate drinking game! Good luck and may the odds be ever in your favor 😆[NEWLINE]#Debates2020 #Trump2020 #TrumpBidenDebate #MAGA https://t.co/EQ8sSV4YzV",2.0,2.0,0.0,Non-Hateful
"JOE BIDEN IS NOT CORRUPT YOU NASTY SWINE. YOU ARE THE CRIMINAL, CORRUPT POS. QUIT PROJECTING. ITS UNBECOMING. PEOPLE LOVE JOE BIDEN AND KAMALA HARRIS 🤬‼️ THEY GIVE US HOPE. GET OVER IT. YOU’RE GONNA LOSE BIGLY🤬‼️AND YOU’LL NEVER BE LOVED LIKE OBAMA WHO IS LOVED BY ALL‼️‼️ https://t.co/t8HlCzrqec",1.0,4.0,0.0,Hateful
"Say, @realDonaldTrump... DID YOU FORGET HIROSHIMA? STOP MAKING THINGS WORSE![NEWLINE][NEWLINE]#VoteHimOut2020[NEWLINE]#VoteBlueToEndThisNightmare[NEWLINE]#VoteBlue2020[NEWLINE][NEWLINE]https://t.co/Kg8Eg6PmME",1.0,4.0,0.0,Non-Hateful
"The year is 2022, Joe Biden has had to pass down to presidency to Kamala Harris due to health problems. Kamala Harris and Nancy Pelosi are now the leaders of the USA... life is good! Love it",0.0,4.0,0.0,Non-Hateful
Many view her as the future more than the 77-year-old Joe Biden. #FMTNews  https://t.co/mBjG3poBxa,0.0,2.0,0.0,Non-Hateful
@BJR3_Boston @realDonaldTrump We also would like a mental test to make sure you don’t have dementia . Plus a intellectual test that we should have given you when you first ran. Just saw that you haven’t paid more than $1500 in taxes for the last 15 years. What a scammer. #TrumpTaxReturns #Biden2020,1.0,4.0,0.0,Non-Hateful
@AaronDonnelli @sarahmucha Do you like that trump LIES TO YOUR FACE And you repeat trumps and his ILKs LIES,1.0,0.0,0.0,Non-Hateful
Oregon police are investigating severed deer heads wrapped in trash bags found near a Black Lives Matter sign and a Joe Biden and Kamala Harris presidential campaign sign. https://t.co/WKZMrhkWbP,0.0,2.0,0.0,Non-Hateful
@donwinslow SO WE NEED TO GET RID OF THE FLOCK!!!!!!! TRUMP IS HANGING HIMSELF EVERYDAY!!!!!! HE'S NO WORRY WE JUST NEED TO ELIMINATE THE ENABLERS!!!!!! #THEGOPISTHEPROBLEM #THEGOPISTHEPROBLEM #WAKEUPAMERICA #WAKEUPAMERICA #BIDENHARRIS2020 #BIDENHARRIS2020 #GOEARLYVOTE #VOTEEARLY #VOTEEARLY,3.0,4.0,0.0,Non-Hateful
@mmpadellan Go Brooklyn Dad looking all fly like Aunty Kamala Harris n Joe B!,0.0,4.0,0.0,Non-Hateful
got an early shift tmw dear god i hate part time work..... but im gonna wake up and google who is the president of the united states and it better say joe biden! i dont like him or kamala but no more trump!,1.0,3.0,0.0,Non-Hateful
@Shelbycobra642 @SusanIverach @Patty1z @ttocs35 @debnash10 @KLB4USA @ItoniLl @AaronFidazzo @shelbysnake2 @JDPHD2 @EG4USA @KR_KAG @tagruber #FillTheSeatNOW #TrumpPence2020 with a congress that puts America First #VoteRed2020acrosstheboard thanks @Shelbycobra642 for the opportunity to join with fellow Americans,4.0,0.0,0.0,Non-Hateful
The Orange One may actually combust... [NEWLINE][NEWLINE]We can hope... 🤞[NEWLINE]#Trump2020 😒[NEWLINE]#TrumpTaxReturns 🤫[NEWLINE]#TrumpBusinessGenius 😄[NEWLINE][NEWLINE]https://t.co/kyx7WbOoVz,1.0,0.0,0.0,Hateful
"And like EVERY other time when the shit hits the fan, Russian bot armies start hashtags in support of him, abetted by people who should know better. #Trump2020 [NEWLINE][NEWLINE]#TrumpTaxReturns",1.0,0.0,0.0,Non-Hateful
"Oof, that’s rough 😳[NEWLINE]#BidenHarris2020 [NEWLINE]#Trump2020 https://t.co/mCFglQClQT",2.0,2.0,0.0,Non-Hateful
@DaveBautista If Trump wins are you gonna leave the U.S.?,2.0,0.0,0.0,Non-Hateful
Players finally get to visit Biden HQ  https://t.co/SfK2WiK6JZ #GraphicDesigner #Webdesigner #Design,2.0,0.0,0.0,Non-Hateful
@politvidchannel That’s stupid. There are a myriad of reasons we need Biden. He will lead this nation to recovery.,0.0,4.0,0.0,Non-Hateful
"U.S. Military Tribunal Should be handing them out to Senile Nancy Pelosi, Chuck Schumer, Adam Schiff Maxine Waters, William Barr, James Comey, John Banon, AOC &amp; 3 Clowns, Joe Biden, Kamala Harris, Also between now and December 31, 2020 Handling of this election into coverup.",0.0,1.0,0.0,Hateful
I for one do not believe the polls that say that Biden is leading Trump by double digits!  How about you?,2.0,1.0,0.0,Non-Hateful
"Baffled by Cuban-Am voters favoring Trump. Isn’t the real lesson from Castro that totalitarianism must be thwarted? Are they so distracted by GOP’s cynical, lying weaponization of the word “socialist” that they now support a wannabe autocrat here?  #BidenHarris2020",1.0,4.0,0.0,Non-Hateful
"South Dakota Gov. Kristi Noem is slamming Sen. Mitt Romney (R-UT) for his concession to Democrat Joe Biden and Sen. Kamala Harris (D-CA), saying the Washington, D.C., political establishment is “eager to return to ‘business as usual.'” https://t.co/IY0IcpJdhQ",0.0,2.0,0.0,Non-Hateful
I’d really like for Joe Biden and Kamala Harris to be the “radical leftist” that conservatives say that they are :(,0.0,4.0,0.0,Non-Hateful
@SenTedCruz @CNNPolitics @MSNBC @maddow @CBSNews @CBS_Herridge @POTUS @DNI_Ratcliffe @DevinNunes @RepDougCollins @GOP @FoxNewsPhotos @NBCNews @YahooNews @HuffPost @maggieNYT (ol’ Habers) &lt;— @DNC SHILL DEPARTMENT!! @VICENews &lt;—farm kids![NEWLINE][NEWLINE]#FightBack #MAGA2020[NEWLINE][NEWLINE]#RealNews ⤵️ https://t.co/elaH8dDVn5,4.0,0.0,0.0,Non-Hateful
@IvankaTrump @realDonaldTrump Have fun at the super spreader shit show. #GrifterPrincess [NEWLINE]#WhiteSupremacists[NEWLINE]#shutupman [NEWLINE]#BidenHarris2020 https://t.co/mUBMZllEL7,1.0,4.0,0.0,Hateful
"Not enough. Vote, Florida!!! #BidenHarris2020 https://t.co/wwFpkmAtC1",0.0,4.0,0.0,Non-Hateful
"@marcorubio Liar. 200,00 dead. #trumpvirus. #VoteBlue2020",1.0,4.0,0.0,Non-Hateful
I am seriously worried about Joe Biden. I hope those close to him are as well. Surely!,0.0,1.0,0.0,Non-Hateful
He’s back! And all the leftist news dirtbags were hoping our president would die. 🇺🇸#Trump2020,4.0,0.0,0.0,Hateful
@USRepMikeDoyle @realDonaldTrump @POTUS Dems like you are pushing this now bc the game is OVER![NEWLINE][NEWLINE]• Trump appoints new justice to SCOTUS ⚖️[NEWLINE]• Obamacare which hurt so many people with HIGHER costs/ fewer choices will be done for ❌[NEWLINE]• Trump's proposal PROTECTS pre-existing conditions 🩺[NEWLINE][NEWLINE]#TrumpPence2020 🇺🇸[NEWLINE]#4MoreYears,4.0,0.0,0.0,Non-Hateful
@historyisneeded @RebelPeace1 @EmilahP @kwhitaker911 @Jim_Jordan Again if you think Trump lost &amp; Joe &amp; Kamala won... why the triggered obsession about all this wasted water under the bridge. You are worried about Joe huh? Is Joe ok... you know upstairs? He reads teleprompter ok his handlers give him. That's a miracle. You need deprogramming...,2.0,1.0,0.0,Non-Hateful
"Must be self-loathing, to publicly back such a vile racist... #Trump2020 https://t.co/72alPkbgfI #FoxNews",1.0,0.0,0.0,Non-Hateful
"Thanks for nothing, Republicans. [NEWLINE][NEWLINE]TWO HUNDRED THOUSAND dead Americans and counting... and Republicans still don’t care. #trumpvirus #trump #gop #maga #election2020 #voteblue2020 #rememberinnovember #TrumpDeathToll200K    [NEWLINE][NEWLINE]VOTE BLUE. https://t.co/uaryTazBg4",1.0,4.0,0.0,Non-Hateful
"@sandybeach1964 @Madonna AND YES✅, I LOVE MADONNA PROFOUNDLY, I LOVE JOE&amp; JILL BIDEN and KAMALA HARRIS PROFOUNDLY🏆THESE ARE PURE PEOPLE🤍👀WE MUST NOW BECOME THE UNITED STATES OF AMERICA! WE MUST ALL BE THE INITIATORE: LOVE THY SISTER And BROTHER,&amp;OBTAIN A HIGH CHIVALRIS RESPECT https://t.co/Ln1mgJyHb7 https://t.co/Pj9JBUDA0c",0.0,4.0,0.0,Non-Hateful
@WhiteHouse @realDonaldTrump All you deliver is disappointment...[NEWLINE][NEWLINE]#BidenHarris2020,1.0,4.0,0.0,Non-Hateful
POLL: 56% Americans Say They Are Better Off Now Under President @realDonaldTrump Than Four Years Ago Under Obama-Biden https://t.co/oZBRluizXL,2.0,2.0,0.0,Non-Hateful
@realDonaldTrump @FoxNews @OANN @cspan I wish I could go! #Trump2020,4.0,0.0,0.0,Non-Hateful
"@realDonaldTrump Trump tells Americans to not be “afraid” from a virus that killed 214,000 Americans. [NEWLINE][NEWLINE]Trump might as well tell Americans to go ahead and play Russian Roulette! [NEWLINE][NEWLINE]#TrumpIsAMassMurderer [NEWLINE]#TrumpDeathToll215K [NEWLINE]#TrumpLiesAmericansDie [NEWLINE]#TrumpDeathCult [NEWLINE]#VoteBlue2020 [NEWLINE]#Biden2020",1.0,4.0,0.0,Hateful
