HITId,directness,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,race_or_ethnicity,gender,religion,lgbtq,nationality,age,disability,class,none,abuse_level
2256,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2
994,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1932,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
5466,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
1324,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2
4331,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
3512,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
3292,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2361,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
3635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
660,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
5558,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
1453,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2
4681,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1369,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2
9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
4072,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
4198,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3630,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2
1476,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
3421,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
721,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
2722,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
647,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
781,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
1912,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2
438,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2
2427,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
3115,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
1096,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
3716,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2
2857,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
4286,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2
3485,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
2313,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2
1402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1415,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
4015,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
3889,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
3101,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2310,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2
5023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
1100,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1393,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
3317,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
3448,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
2812,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1810,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2
3001,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
3704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1691,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4088,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2
963,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2136,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1187,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
3375,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1730,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
3827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2626,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
3099,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
4026,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
1003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
694,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
5080,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2086,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
1487,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2850,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2838,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1940,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2
3523,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
993,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2
978,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
949,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
1972,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
3727,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
4027,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2
596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
3537,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2
234,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2
3465,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
507,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2725,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2
3844,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
352,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5042,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,2
216,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
643,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
57,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2
2880,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
4227,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
3966,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1208,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
4383,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
3099,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2
4782,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
4934,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,2
280,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
798,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
1168,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2
573,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1503,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
658,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,2
4222,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
140,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
3452,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2
3862,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2
3298,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
550,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2
1101,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2
2589,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2
4929,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
3306,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2
5477,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2
1236,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
1437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2847,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4607,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
479,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2
1528,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
579,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4148,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2540,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,2
3854,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
967,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
1163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
4734,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
4285,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1929,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
4484,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2
3797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2433,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
1789,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1587,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
3004,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2
5275,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2
2676,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
4728,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
1769,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2
1858,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
5401,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
3119,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2
164,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
78,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
3149,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2
378,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
4215,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2
521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
736,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2306,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
2945,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2
2510,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
1632,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
1394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1524,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
4751,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2
4082,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
639,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2
723,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1367,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2
1424,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1249,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
938,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
885,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
129,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
3022,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
1117,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2
5071,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2
677,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
1265,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1029,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2637,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2
2624,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
3885,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
3927,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,2
236,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
4291,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
446,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2
1125,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,2
2097,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1681,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
1854,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2
2252,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4627,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,2
5124,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2
1204,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2
3750,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4980,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
3949,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1837,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2
2916,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
1249,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2288,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
3149,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
1204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
914,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2
694,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1182,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
2025,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2756,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2982,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
674,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
4463,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1025,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2
3724,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1282,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
4417,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
2347,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
3766,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
628,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
1009,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
3148,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
920,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
323,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
4551,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2
1505,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2094,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
749,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
1958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5491,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1783,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
253,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,2
1755,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
3997,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2
4186,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
388,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
121,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,2
858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3453,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
3624,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2
1092,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2
4219,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
3090,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2949,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2
1937,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2
440,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2
3604,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
360,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
981,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
1599,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
720,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
754,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
903,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
866,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
2585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
4173,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
5492,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,2
404,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
614,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
895,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2
3695,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
2582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
5304,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,2
777,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
4489,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
5202,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1486,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
3915,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2
4511,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2288,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2794,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4283,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2
2806,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
1298,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2
2927,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2
2225,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
3623,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
4471,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2
1477,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2
1205,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2
1913,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2
3091,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
180,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,2
1213,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2
4182,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
4965,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
2774,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2
3068,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
5058,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2
1317,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1202,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2
2874,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
3480,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
3607,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2
3727,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2185,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2
3533,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
218,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2
2741,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,2
3276,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2
3305,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2
3909,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2
4642,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2
1391,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2
4686,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2
2319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
877,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2567,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1077,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1410,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2
1392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
3826,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,2
3729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
234,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
193,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,2
2085,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2
3075,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5497,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2
3179,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
3682,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
3774,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2
2761,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
316,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2337,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
134,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
4236,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2
3735,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2
1184,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
5328,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2110,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1772,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2
4628,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2
3766,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1913,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2
2036,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
3923,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2
1363,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
1989,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
1708,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2
921,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2762,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
2073,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,2
826,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
3572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
93,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3873,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2
2615,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
